Title	Content	Publish Date	Sentiment
"From Taylor Swift’s Bob to the Babadook, 14 Memorable Pop Culture Moments of 2014"	"To honor Taylor Swifts latest rerecording, were celebrating 1989 (Taylors Version) Week at The Daily Beasts Obsessed. That means were throwing it back to 2014, to relive everything that Taylorand the… [+12691 chars]"	2023-10-23T08:26:14Z	
"The Out-of-Touch Adults’ Guide to Kid Culture: Gen Z Goes to Work, Finds It Time-Consuming"	"This week, the whole internet is talking about one young womans journey into career disillusionmentspecifically, her shocking discovery (shared via TikTok) that having a job cuts into your personal t… [+6114 chars]"	2023-10-27T15:01:43Z	
The Meaning Behind Taylor Swift’s 1989 Vault Track ‘Slut!’	"In September, when Taylor Swift announced that one of the vault tracks off of 1989 (Taylors Version) would be called Slut!, it immediately became the most anticipated song from the re-release. 
Rele… [+3032 chars]"	2023-10-27T17:13:51Z	
A Ranking of Taylor Swift’s ‘From the Vault’ Songs	"When Taylor Swift announced in 2019 that she would be re-recording her first six albums in an effort to reclaim her original music, fans began eagerly anticipating the opportunity to revisit the past… [+11985 chars]"	2023-10-25T15:30:13Z	
Taylor Swift’s ‘All You Had To Do Was Stay’ Is Criminally Underrated	"It came to her in a dream (an embarrassing one, at that), Taylor Swift recalled about the origin of her song, All You Had To Do Was Stay. On the cusp of her ascent into stratospheric superstardom wit… [+4500 chars]"	2023-10-26T14:43:39Z	
"16 Hilarious Fails From The Internet This Week That Will Make You Laugh So Hard You'll Be Texting This Article To Your Friends Saying ""You Have To Look At This"""	"Witnessed this particular scene in the cinema where a man a few seats down actually farted in terror, which ruined the film for my friend &amp; I who basically wept with silent laughter for the rest … [+69 chars]"	2023-10-30T20:25:23Z	
Elon Musk appears to have given up on trying to camouflage his private-jet travels with an FAA program used by Jeff Bezos and Taylor Swift	"Elon Musk appears to have stopped using a program that attempts to shield his jet travels, according to JetSpy.STEFANI REYNOLDS/AFP via Getty Images
<ul>
<li>Last year, Elon Musk stopped using an FA… [+4864 chars]"	2023-10-28T09:07:01Z	
The Hottest Costume This Halloween? The All-American Couple	"Weeks before Halloween, Hannah Montoya was busy crafting her first ever couples costume, collecting a blonde wig, friendship bracelets, and an NFL jersey emblazoned with the name and number of Kansas… [+4469 chars]"	2023-10-27T22:22:06Z	
Taylor Swift earnings visualized with bracelet beads	"Age and Occupation
Whether its because of experience, physical ability, or education level, some jobs tend towards a certain age of worker more than others."	2023-10-30T09:43:48Z	
Apple’s Journal app is kind of smart — and kind of basic	"Apples Journal app is kind of smart and kind of basic
Apples Journal app is kind of smart and kind of basic
 / Using everything your phone knows about you to help you chronicle your life is a fasci… [+6169 chars]"	2023-10-28T13:15:00Z	
This Spotify hack transformed my music — thanks to Taylor Swift	"I love Spotify, so much so that I'd take my subscription to the grave, and it's even more cherished than my Xbox Game Pass subscription. Despite being a daily Spotify user for the past 15 years, I've… [+3406 chars]"	2023-10-27T16:15:04Z	
"14 Celebs Who Have Literally Offered Their Homes, Money, And Other Resources To Other Celebs"	"She told Vanity Fair, ""So, I got a room that you could get by the hour up on Martin Luther King and Western at this place called the Snooty Fox...I just wanted to take a shower, take a little nap, wr… [+701 chars]"	2023-10-26T16:16:02Z	
Taylor Swift has Illuminati money now	"Taylor Swift is officially a billionaire now, and her Eras Tour has added an estimated $4.3 billion to the U.S. gross domestic product this year
We may earn a commission from links on this page."	2023-10-27T23:33:00Z	
Taylor Swift swerves expectations again with new 1989 track “Slut!”	The prologue to 1989(Taylors Version) explains exactly the kind of scrutiny that the original 1989 album was made under. I had become the target of slut shamingthe intensity and relentlessness of whi… [+4426 chars]	2023-10-27T15:34:00Z	
Stop asking Shawn Levy if Taylor Swift is in Deadpool	"The double-edged sword of operating in Taylor Swifts orbit is that it can shoot you to a new stratosphere of fame, but forever after her presence in your life will be completely inescapable. Just ask… [+2863 chars]"	2023-10-26T19:23:04Z	
Kendrick Lamar and Taylor Swift Re-Record “Bad Blood” for 1989 (Taylor’s Version): Listen	"Taylor Swifts 1989 (Taylors Version) is out today, and the deluxe edition of the album concludes with a special bonus track: a re-recorded version of the Bad Blood remix, featuring Kendrick Lamar. Wa… [+1434 chars]"	2023-10-27T15:44:18Z	
The boomer market boon	"Shutterstock
<ul>
<li>This post originally appeared in the Insider Today newsletter.</li>
<li>You can sign up for Insider's daily newsletter here.</li>
</ul>Welcome back. If you still haven't figure… [+7547 chars]"	2023-10-30T12:52:11Z	
"9 New Albums You Should Listen to Now: Taylor Swift, Sofia Kourtesis, and More"	"With so much good music being released all the time, it can be hard to determine what to listen to first. Every week, Pitchfork offers a run-down of significant new releases available on streaming se… [+1122 chars]"	2023-10-27T12:38:32Z	
"Mark Zuckerberg's Meta has lost nearly $50 billion on the metaverse - more than Ford, Hershey, or Kraft Heinz are worth"	"Mark Zuckerberg.Justin Sullivan/Getty
<ul>
<li>Mark Zuckerberg's Meta has recorded nearly $50 billion of metaverse losses in under five years.</li>
<li>The division's total loss of $47 billion excee… [+2830 chars]"	2023-10-27T11:08:27Z	
"Meghan Markle's ""casting couch"" and an Epstein ""sex slave"" murdered in this week's dubious tabloids"	"""Natalee's Killer Gets Away With Murder!"" indignantly screams that bastion of truth, justice and the American way, the 'National Enquirer.'
""Shameless Meghan Seduces Costner!""
Jordan Van Der Sloot … [+7540 chars]"	2023-10-27T17:17:11Z	
"Taylor Swift and Brittany Mahomes Exchange Numbers, Friendship Not for Show"	"The budding friendship between Taylor Swift and Brittany Mahomes isn't just for cameras on Sundays ... they've exchanged phone numbers and they're giving BFF vibes!!!
Sources close to Taylor and Bri… [+1003 chars]"	2023-10-29T08:00:30Z	
"Taylor Swift, Brent Faiyaz, Silvana Estrada, and More: This Week’s Pitchfork Selects Playlist"	"The staff of Pitchfork listens to a lot of new music. A lot of it. On any given day our writers, editors, and contributors go through an imposing number of new releases, giving recommendations to eac… [+1075 chars]"	2023-10-30T12:55:43Z	
Taylor Swift Fonts Identified + Free Alternatives	"We all know Taylor Swift for her incredible vocal talents, but there’s another hidden gem in her artistic toolbox that often goes unnoticed – her designer’s extraordinary ability to choose the perfec… [+8738 chars]"	2023-10-30T03:25:04Z	
NFL Fans Think Josh Allen Used 'Taylor Swift' Audible During 'TNF' Game	Some NFL fans think Taylor Swift-mania made it all the way to Buffalo on Thursday night ... convinced quarterback Josh Allen used an audible featuring the pop star's name during the Bills vs. Bucs ga… [+1344 chars]	2023-10-27T13:18:25Z	
Rob Gronkowski Boldly Shares Unpopular Taylor Swift Opinion	Count Rob Gronkowski among those who feel that NFL telecasts are showing too many Taylor Swift reaction shots during Chiefs games. The former star tight end expressed what is sure to be an unpopular … [+1762 chars]	2023-10-26T13:38:26Z	
Taylor Swift: 1989 (Taylor’s Version)	"Say Dont Go is the only vault track written with an industry stalwart: Diane Warren, who penned a swath of megahits through the 80s and 90s. The rest were written with Jack Antonoff, whose rise to po… [+2309 chars]"	2023-10-30T04:03:00Z	
Stream Taylor Swift’s 1989 (Taylor’s Version) Featuring Five Vault Tracks	"Taylor Swift’s re-recording campaign rolls on. Today, Swift has released the (Taylor’s Version) for her 2014 album 1989. This is the fourth album she’s re-recorded; the most recent was Speak Now, whi… [+1098 chars]"	2023-10-27T04:01:04Z	
Notts County owners shake off Swift takeover talk	Please use Chrome browser for a more accessible video player	2023-10-28T06:55:00Z	
Five Nights At Freddy’s jump-scares Taylor and Scorsese at the weekend box office	"As predicted, video game adaptation Five Nights At Freddyshas opened at the top of the U.S. box office with $78 million, enough to make it the highest-grossing opening weekend in studio Blumhouses hi… [+1945 chars]"	2023-10-29T20:58:00Z	
Blumhouse's Five Nights At Freddy's gambit paid off	"Five Nights At Freddysmade a frightfully good showing at last weekends box office, pulling in $78 millionenough to unseat both Taylor Swift: The Eras Tour and Killers Of The Flower Moon. This massive… [+2043 chars]"	2023-10-30T19:20:33Z	
"Video: Broncos Play Taylor Swift's 'Shake It Off' After Beating Travis Kelce, Chiefs"	"RJ Sangosti/MediaNews Group/The Denver Post via Getty Images
The Kansas City Chiefs need to shake off their 24-9 loss to the Denver Broncos Sunday.
That's what the home team indicated with their po… [+1481 chars]"	2023-10-30T01:31:09Z	
"Taylor Swift, Cardi B, extra guacamole: How New Jersey’s governor spent $12K on stadium concessions"	"Murphys office said the Democratic State Committee was initially expected to cover the stadium costs but didnt. The state was left with the bill, which was paid via Murphys $95,000-a-year expense acc… [+7071 chars]"	2023-10-30T22:54:31Z	
Taylor Swift and Diane Warren Wrote ‘Say Don’t Go’ 9 Years Ago. She Still Thinks It’s a ‘F—king Hit’	"When Taylor Swift dropped 1989 in 2014, Diane Warren wondered why the song they wrote together, “Say Don’t Go,” didn’t make it on the LP’s tracklist. So when the famed songwriter heard from her lawye… [+3032 chars]"	2023-10-27T18:11:30Z	
"Taylor Swift, Brent Faiyaz, Mr. Eazi, and All the Songs You Need to Know This Week"	"Welcome to our weekly rundown of the best new music — featuring big singles, key tracks from our favorite albums, and more. This week, Taylor Swift subverts sexism with a sultry 1989 vault track, Bre… [+1765 chars]"	2023-10-27T17:24:40Z	
Taylor Swift Adds “Bad Blood” Remix With Re-Recorded Kendrick Lamar To 1989 (Taylor’s Version)	"Taylor Swift’s fourth re-recorded album, 1989 (Taylor’s Version), is out today. (That means the only albums she has left to re-record from her Big Machine era are her self-titled debut and Reputation… [+1792 chars]"	2023-10-27T18:32:20Z	
"Shut Up, Dude: This Week’s Best Comments"	"The most important stories and least important memes, every Friday."	2023-10-27T21:45:43Z	
The Fed’s main inflation gauge is climbing—and analysts blame Taylor Swift	"The Federal Reserves preferred inflation metric inched 0.3% higher in September, but its annual pace of 3.7% is lower than Augusts 3.8%, according to a Bureau of Economic Analysis (BEA) report releas… [+2034 chars]"	2023-10-27T17:18:00Z	
"Taylor Swift, Morgan Wallen, SZA Top 2023 Billboard Music Awards Nominations – Complete List"	"Taylor Swift, Morgan Wallen, SZA, The Weeknd, Drake and Zach Bryan are top of the list in 2023 Billboard Music Awards nominations revealed Thurdsay, with Swift leading the charge as a finalist in 20 … [+11921 chars]"	2023-10-26T15:30:00Z	
Taylor Swift Unearths Her Knee High Boots	"My source for All Things Taylor, my friend Abby (who has a great pop culture-focused newsletter called We Have Notes, which will be of especial interest to you if you love Taylor and/or Harry Styles)… [+866 chars]"	2023-10-27T18:07:37Z	
Taylor Swift net worth 2023	"For years, Taylor Swift has been in the headlines for both her career and her cash moves. The talented singer and songwriter's 'Eras' tour was so popular that high demand put Swift head-to-head with … [+310 chars]"	2023-10-27T17:44:21Z	
Taylor Swift’s ‘1989 (Taylor’s Version)’ Makes Spotify History Again & Breaks Own Record	"Taylor Swift continues to make history with her music and this time 1989 (Taylor’s Version) has broken a record that the singer and songwriter set herself.
1989 (Taylor’s Version) is the latest rele… [+1641 chars]"	2023-10-29T00:17:10Z	
Taylor Swift Is Officially A Billionaire	"With a record-breaking tour, a blockbuster movie and a shrewd mind for business, the 33-year-old singer is now worth an estimated $1.1 billion."	2023-10-27T22:29:44Z	
‘Five Nights at Freddy’s’ Beats Opening Weekend Ticket Sales for ‘Oppenheimer’ and ‘Taylor Swift: The Eras Tour’	"There may be nothing more boomer than comparing Gen Z’s box-office juggernaut to a movie released before their parents were born. Nevertheless, that’s what this boomer is doing: The staggering openin… [+8365 chars]"	2023-10-29T18:18:18Z	
Taylor Swift’s Eras Tour Has Made Her A Billionaire	"Taylor Swift, whose ultra-lucrative Eras Tour is still going, has officially become a billionaire.
According to a new analysis by Bloomberg News, the 33-year-old pop superstar now has a net worth of… [+1817 chars]"	2023-10-27T21:24:11Z	
Goldman exec exits revealed	"David Solomon at Goldman Sachs' 2023 investor day.BRENDAN MCDERMID/REUTERS
<ul>
<li>This post originally appeared in the Insider Today newsletter.</li>
<li>You can sign up for Insider's daily newsle… [+7345 chars]"	2023-10-27T14:10:49Z	
Defense spending isn't what’s driving the US economy	"The booming US economy, which grew at a 4.9% annualized rate in the third quarter of this year, can be credited to Barbenheimer, Taylor Swift, a land new housesbut not cash flowing to the defense sec… [+2319 chars]"	2023-10-30T11:00:00Z	
Warner Bros Slightly Delays Aquaman 2	"Warner Bros. recently changed the release date for a lot of its movies set to release in the coming months. Some of these include DC's Aquaman and the Lost Kingdom, but don't worry because it's only … [+1160 chars]"	2023-10-27T23:02:00Z	
‘Gaylors’ Respond to ‘1989 (Taylor’s Version)’ Introduction Line About ‘Sexualizing’ Friendships	"When Taylor Swift released the long-awaited rerecording of her genre-leaping album1989, fans eagerly pored over vault tracks, theories of double albums, and limited edition vinyl releases that could … [+6267 chars]"	2023-10-27T21:45:01Z	
13 Lessons On Self-Advocacy From Taylor Swift’s Career	"In past interviews, Taylor Swift has spoken about pitching herself to record labels when she was ... [+] only 11 years old. (Photo by Amy Sussman/Getty Images)
Getty Images
When it comes to advocat… [+21816 chars]"	2023-10-25T14:15:03Z	
Taylor Swift's Direct-To-Fan Engagement Embraces Web3 Principles	"Taylor Swift (Photo by Amy Sussman/Getty Images)
Getty Images
Ive been a fan of Taylor Swift for a few years now, but some of the savvy business moves shes made in more recent times have caught my … [+8231 chars]"	2023-10-27T18:43:08Z	
"Taylor Swift, Travis Kelce, And The Modern Romance Dilemma"	"Taylor Swift and Travis Kelce are a case study in navigating a new era of financial dynamics in ... [+] relationships.
Getty Images for TAS Rights Management
It seems impossible to avoid the topic … [+4974 chars]"	2023-10-27T16:57:22Z	
"Dust Settles To Find Mike Johnson Named Speaker, President, Pope, Supreme Court Justice, U.N. Secretary General, Dalai Lama, Conductor Of The Vienna Philharmonic"	"WASHINGTONFollowing weeks of uncertainty as a leaderless U.S. House of Representatives failed to reach a consensus, the dust finally settled Wednesday as Mike Johnson was officially named house speak… [+1838 chars]"	2023-10-26T19:22:00Z	
TMZ's Celebrity Pumpkin Stencils ... Cut It Out!	"To all you pum-kings and pum-queens out there ... Halloween is just days away, so get ahead of the 
curve
 carve on your pumpkin creations!
If you're feelin' freaked with your pumpkin carvings, do… [+466 chars]"	2023-10-29T07:40:49Z	
"Five Nights At Freddy's Movie Opens Massive, Breaks Box Office Records"	Lackluster reviews and streaming day-and-date on Peacock didn't stop Five Nights at Freddy's from having a record-breaking weekend at the box office. The PG-13 horror movie--based on the video game f… [+1443 chars]	2023-10-30T15:13:00Z	
Taylor Swift’s ‘1989’ Songs That Deserve To Be Bigger The Second Time Around	"GLASGOW, SCOTLAND - JUNE 23: Taylor Swift performs at The SSE Hydro on June 23, 2015 in Glasgow, ... [+] Scotland. (Photo by Ross Gilmore/Getty Images for TAS)
getty
Taylor Swift's new album, 1989 … [+3207 chars]"	2023-10-28T13:00:00Z	
Taylor Swift Fans’ Latest Wild Theory: Swifties Believe The Singer Wrote Upcoming Spy Thriller ‘Argylle’ Under Pen Name	"Star-studded spy film Argylle opens in theaters in February and takes inspiration from a yet-to-be-released novel of the same name, written by first-time author Elly Conway, but a lack of information… [+4184 chars]"	2023-10-26T20:43:42Z	
Christopher Walken Is An Old Reliable But Lazy Celebrity Cameos Are Dragging Down ‘SNL’	"Last nights Saturday Night Live debut for host Nate Bargatze was a solid entry. Hey Bargatze, knock it off with the self-deprecation youre good enough, youre smart enough, and gosh darn it, people li… [+3205 chars]"	2023-10-29T15:30:00Z	
Taylor Swift Is Officially a Billionaire	"Taylor appears to make direct references to the end of her relationship with Harry in ""Is It Over Now?""
In fact, in the song's second verse, she sings, ""Whn you lost control / Red blood, white snow.… [+1239 chars]"	2023-10-27T12:17:40Z	
Taylor Swift’s New Era: The Pop Star Becomes A Billionaire	"Taylor Swift gained a new title: billionaire. 
Matt Winkelmeyer/Getty Images
With a record-breaking tour, a blockbuster movie and a shrewd mind for business, the 33-year-old singer is now worth an … [+5333 chars]"	2023-10-27T17:43:38Z	
‘Radical’: Eugenio Derbez-Starrer Sees Strong Midweeks In Mexico After Genius Opening As Market’s Top Local-Language Start Of Pandemic Era & Ahead Of U.S. Debut	"EXCLUSIVE: Ahead of its U.S. release on November 3, Eugenio Derbez-starrer Radical is off to a great start in Mexico. The film, which won the Festival Favorite Award when it premiered at Sundance in … [+1944 chars]"	2023-10-27T19:07:01Z	
Why A-Rod Is Grateful for Taylor Swift and Beyoncé	"ALEX RODRIGUEZ, the 14-time Major League Baseball all-star, has established himself as a businessman since he left the dugout in 2016. He manages a variety of real estate holdings and companies under… [+249 chars]"	2023-10-30T13:02:07Z	
Taylor Swift Bags Billionaire Status Amid Successful Eras Tour	"Taylor Swift has constructed a billion-dollar empire as her net worth reaches an estimated $1.1 billion, largely fueled by her highly successful Eras Tour.According to a Business Insider report, Swif… [+257 chars]"	2023-10-27T04:20:07Z	
"Taylor Swift now estimated to be a billionaire, report says"	"Taylor Swifts Eras tour has catapulted her to billionaire status, according to a new report from Bloomberg, making her one of the few recording artists to build a 10-figure fortune almost entirely fr… [+299 chars]"	2023-10-27T22:56:07Z	
Taylor Swift Seemingly Shoots Down ‘Gaylor’ Rumors	"Taylor Swifts version of her Grammy-winning 2014 album 1989drops tonight at midnight, but theres already an apparent leak of the written prologue that accompanies the rerecorded LP. And with it, reve… [+2413 chars]"	2023-10-26T19:13:38Z	
How Taylor Swift Could Make History At The 2023 Billboard Music Awards	"LOS ANGELES, CALIFORNIA - OCTOBER 11: Taylor Swift attends ""Taylor Swift: The Eras Tour"" Concert ... [+] Movie World Premiere at AMC The Grove 14 on October 11, 2023 in Los Angeles, California. (Phot… [+11111 chars]"	2023-10-26T20:26:25Z	
AMC's CEO thought he was texting naughty photos to a former ballerina fling. Then everything went haywire.	"A monthslong extortion attempt for hundreds of thousands of dollars targeted AMC's CEO. He stood his ground.Matt Winkelmeyer / Stringer/ Getty, 5nikolas5/Getty Ljupco/Getty, Tyler Le/Insider
When Ad… [+10322 chars]"	2023-10-27T09:17:01Z	
"In a world of infinite AI, the new luxury item will be humans"	"Residents enjoy a carnival parade on February 6, 2005 in Viareggio, Italy.Marco Di Lauro/Getty Images
<ul><li>Modern factories, supply chains and Amazon has turned 'stuff' into a commodity. </li><li… [+9520 chars]"	2023-10-25T09:00:02Z	
"Fugs & Pieces, October 27th, 2023"	"Happy weekend yet again — I hope you have a fun few days ahead of you. We’re coming off another highly difficult and frankly terrible week for the world, so I also hope today’s links can at least pro… [+4737 chars]"	2023-10-27T20:06:20Z	
"""The Taylor Swift Effect Is Community""- Dr. Marcus Collins, Marketing Professor At University Of Michigan"	"Dr. Marcus Collins, a marketing professor at the University of Michigan and author of For the Culture, joins 'Forbes Talks' to discuss what Taylor Swift teaches us about influence."	2023-10-30T15:35:28Z	
Every Song That Taylor Swift and Harry Styles' Romance Inspired	"So this 1989 sleeper is definitely about all the attention Taylor and Harry's relationship received from the public and, more specifically, the paparazzi. The liner note for this was ""And everyone wa… [+1254 chars]"	2023-10-28T11:00:00Z	
Taylor Swift Drops Re-Recorded ‘1989’ In Ongoing Quest To Shake Off Corporate Control	"Taylor Swift on Friday released a new version of 1989, the biggest album of her career that cemented her status as a pop musician, as she continues to re-record old hits to regain control over her wo… [+2208 chars]"	2023-10-27T10:00:28Z	
"Gerard Piqué Falls Off the Stage at Event, Shakira Fans Call It Karma"	Shakira's stage presence clearly didn't rub off on Gerard Piqué during their relationship ... 'cause the soccer star took a nasty fall off a platform Tuesday night -- and the singer's fans are dubbin… [+1202 chars]	2023-10-25T17:53:47Z	
Taylor Swift Unveils 1989 (Taylor’s Version): Stream	"Taylor Swift is taking us back to 1989. Today brings the release of 1989 (Taylor’s Version), a newly re-recorded version of her beloved 2014 album. Stream it below.
Widely considered to be Swift’s f… [+1939 chars]"	2023-10-27T04:00:26Z	
10 Monday AM Reads	"Its Time to Stop Crying About Bonds and Buy Them Instead: Treasuries have had one of their worst three-year stretches on record. Why it can’t get much worse. (Barron’s)
Is E.S.G. Falling Out of Favo… [+3366 chars]"	2023-10-30T10:30:33Z	
It’s Official: Taylor Swift Is a Billionaire	"Taylor Swift’s long-awaited 1989 (Taylor’s Version) has arrived, and along with it, the megastar has achieved another landmark: she’s now a billionaire.
Or at least that’s what Bloomberg has declare… [+2527 chars]"	2023-10-27T14:22:04Z	
Taylor Swift Hasn’t Won The Album Of The Year Grammy (Again) Just Yet	"Taylor Swift finds herself once again as a frontrunner for the coveted Album of the Year Grammy. Her latest album Midnights, released in late 2022, has been nothing short of a commercial and critical… [+300 chars]"	2023-10-27T13:06:14Z	
Halsey Drops Out Of The Nightmare Before Christmas Live Shows	"Earlier this month, Halsey joined the lineup for the annual live production of The Nightmare Before Christmas at the Hollywood Bowl for the first two of three nights the weekend before Halloween. How… [+1128 chars]"	2023-10-28T17:36:18Z	
Taylor Swift Hasn’t Won The Album Of The Year Grammy (Again) Just Yet	"LOS ANGELES, CALIFORNIA - FEBRUARY 05: (FOR EDITORIAL USE ONLY) Taylor Swift attends the 65th GRAMMY ... [+] Awards at Crypto.com Arena on February 05, 2023 in Los Angeles, California. (Photo by Axel… [+2774 chars]"	2023-10-27T13:00:31Z	
"Taylor Swift Reveals Original “New Romantics” and “Wonderland"" Lyrics"	"Taylor appears to make direct references to the end of her relationship with Harry in ""Is It Over Now?""which she called a ""sister"" song to ""Out of the Woods"" and ""I Wish You Would.""
""Whn you lost co… [+1282 chars]"	2023-10-27T20:49:26Z	
Box Office Redemption: Beyonce And Taylor Swift Reviving Fortunes Of Movie Theaters In 2023 | Forbes	"Mark Hughes, a screenwriter and Forbes contributor, joins ""Forbes Talks"" with Rosemarie Miller, to discuss Beyonce and Taylor Swift's upcoming concert films and how they'll impact the box office, mov… [+24 chars]"	2023-10-30T14:39:33Z	
Taylor Swift’s Eras Tour Movie Streaming Release Won’t Be Until Actors Strike Ends	"According to The Hollywood Reporter, global superstar Taylor Swift has halted negotiations for the streaming rights to The Eras Tour concert movie, following its record-breaking theatrical debut. Swi… [+1493 chars]"	2023-10-26T20:56:56Z	
Taylor Swift and Short-Term Rentals: It’s a Love Story	"Taylor Swifts Eras Tour made headlines even before it began by overwhelming booking platform Ticketmaster and drawing attention even from the U.S. Senate. 
The money and impact on travel was a big s… [+3489 chars]"	2023-10-25T18:11:00Z	
Beyonce & Taylor Swift Films Approach Box Offices: How Does This Change The Music and Film Industry	"Mark Hughes, a screenwriter and Forbes contributor, joins ""Forbes Talks"" with Rosemarie Miller, to discuss Beyonce and Taylor Swift's upcoming concert films and how they'll impact the box office, mov… [+24 chars]"	2023-10-29T17:13:38Z	
Taylor Swift Didn’t Need Lucrative Side Hustles To Become A Billionaire	"LOS ANGELES, CALIFORNIA - FEBRUARY 05: Taylor Swift attends the 65th GRAMMY Awards on February 05, ... [+] 2023 in Los Angeles, California. (Photo by Matt Winkelmeyer/Getty Images for The Recording A… [+3907 chars]"	2023-10-30T15:56:27Z	
Box Office Redemption: Beyonce And Taylor Swift Reviving Fortunes Of Movie Theaters In 2023 | Forbes	"Mark Hughes, a screenwriter and Forbes contributor, joins ""Forbes Talks"" with Rosemarie Miller, to discuss Beyonce and Taylor Swift's upcoming concert films and how they'll impact the box office, mov… [+24 chars]"	2023-10-29T17:03:50Z	
"Fact Check: Elon Musk Tweeted, “I’d Rather Break My Leg Than See Taylor Swift During an NFL Game”?"	"On Oct. 11, 2023, SpaceXMania.com published an article claiming that Elon Musk tweeted he would rather break his leg than see Taylor Swift during an NFL game, presumably in reference to her cameos du… [+2059 chars]"	2023-10-26T18:56:00Z	
"Taylor Swift's Prada Boots Are Chic, But These Steve Madden Ones Cost Way Less"	"When she's not at a Chiefs game or on the Eras Tour (which restarts on November 9 in Buenos Aires), Taylor Swift can reliably be found in New York City. Today, she was photographed in West Village go… [+658 chars]"	2023-10-26T20:59:09Z	
"Elon Musk May Have Given Up On Privacy For His Jet Travels, But Taylor Swift Hasn’t"	"Forbes got an exclusive look at the celebrities and billionaires whove used a federal program to hide their private-plane flights. Heres why its not working.
When he bought Twitter in October 2022, … [+8989 chars]"	2023-10-25T10:30:00Z	
Did Taylor Swift Succeed at Recreating Her Biggest Album?	"That1989 (Taylors Version)would eventually become the superior product of Taylor Swifts dogged, years-long mission to re-record all her pre-Lover albums was determined a little over two years ago.
I… [+6705 chars]"	2023-10-27T17:46:54Z	
Taylor Swift Has a Mastermind Meeting With Shawn Levy & Ryan Reynolds	"Taylor Swift is pooling all her friends together.
The pop star was spotted out in New York on Oct. 26 heading to what appeared to be a meeting with the stars of Deadpool 3, including friend Ryan Rey… [+839 chars]"	2023-10-26T22:14:43Z	
No recession in sight: The US economy grew 4.9% annual rate in the third quarter	"US gross domestic product (GDP) soared to a high 4.9% annualized rate in the third quarter fueled by strong consumer and government spending, according to the latest advanced estimate released by the… [+3250 chars]"	2023-10-26T16:47:00Z	
Taylor Swift’s ‘Bad Blood’ Video Was Girlbossing at Its Pettiest	"To honor Taylor Swifts latest rerecording, were celebrating 1989 (Taylors Version) Week at The Daily Beasts Obsessed. That means were throwing it back to 2014, to relive everything that Taylorand the… [+6895 chars]"	2023-10-25T23:03:17Z	
Jack Black Strips and Sings Taylor Swift at SAG-AFTRA Fundraiser: Watch	"Jack Black showed his solidarity with those affected by the ongoing SAG-AFTRA strikes by — what else? — singing Taylor Swift in his underwear on stage.
Black was one of the performers on at The Give… [+1581 chars]"	2023-10-26T21:35:38Z	
Shamir on the Hidden Gem of Charlotte Sometimes’ Sideways EP	"Listen via Apple Podcasts | Spotify | Google Podcasts | Amazon Podcasts | Pocket Casts | Radio Public | RSS
Shamir had Charlotte Sometimes’ Sideways EP on repeat throughout high school, and it’s nev… [+1578 chars]"	2023-10-25T17:26:04Z	
New Taylor Swift Book Rises to No. 1 Bestseller on Amazon & It’s On Sale: Shop Here	"All products and services featured are independently chosen by editors. However, Billboard may receive a commission on orders placed through its retail links, and the retailer may receive certain aud… [+300 chars]"	2023-10-25T20:22:13Z	
Taylor Swift Mystery: Why Is Her Glam Team So Secretive About The Star’s Makeup?	"From the moment The Eras Tour movie premiered on Oct. 11, savvy PR teams have kicked into overdrive, sending out dressing releases highlighting the head-to-toe elements of Taylor Swifts fashion choic… [+321 chars]"	2023-10-25T20:46:06Z	
Bills QB Josh Allen probably did not call a 'Taylor Swift' audible	"Even in games unrelated to Travis Kelce or the Kansas City Chiefs, pop star Taylor Swift is on NFL fans' minds.The Buffalo Bills picked up a much-needed win in their Thursday Night Football showdown … [+307 chars]"	2023-10-27T16:46:08Z	
Chiefs' Travis Kelce responds to Andy Reid's comments on the impact of Taylor Swift	"Kansas City Chiefs tight end Travis Kelce continues to solidify himself as one of the best to ever play his position in the NFL, and he has played especially well when Taylor Swift is in the house.
… [+1724 chars]"	2023-10-25T20:07:56Z	
"Taylor Swift Leads Billboard Music Awards 2023 Finalists: Full List, Show Changes and How to Watch"	The Billboard Music Awards has announced its finalists for this year’s ceremony scheduled for November. The annual awards ceremony celebrates some of the top artists in music across genres ranging fr… [+9291 chars]	2023-10-26T20:33:41Z	
Learn From Taylor Swift: 3 Lessons In Leadership	"KANSAS CITY, MISSOURI - JULY 07: EDITORIAL USE ONLY. NO BOOK COVERS. Taylor Swift performs onstage ... [+] for night one of Taylor Swift | The Eras Tour at GEHA Field at Arrowhead Stadium on July 07,… [+4323 chars]"	2023-10-30T14:53:56Z	
Travis Kelce Reacts to Coach Andy Reid's Approval of Taylor Swift	"When it comes to Taylor Swift's NFL attendance, Andy Reid isn't ready to give her the sack. 
In fact, the Kansas City Chiefs' head coach thinks her being there is a total touchdown because, as it tu… [+942 chars]"	2023-10-25T16:17:13Z	
Taylor Swift and Barbie take over this Halloween	"Bullet holes, gutted rooms: Inside destroyed Kibbutz house. Video, 00:00:52Bullet holes, gutted rooms: Inside destroyed Kibbutz house"	2023-10-31T18:18:04Z	
There's one thing Taylor Swift isn't talking about	"One look at Taylor Swift's Instagram profile and you know she's had a great few months: There are pictures of her latest rerelease, ""1989""; snaps from the red carpet movie premiere for ""Taylor Swift:… [+3331 chars]"	2023-11-01T09:24:01Z	
